Date (GMT),Open,High,Low,Last
2014/7/11,16150,16165,16100,16115
2014/7/14,16200,16395,16200,16335
2014/7/15,16340,16480,16235,16330
2014/7/16,16510,16715,16480,16585
2014/7/17,16585,16635,16465,16535
2014/7/18,16615,16650,16520,16585
2014/7/21,16505,16685,16465,16605
2014/7/22,16655,17045,16655,16940
2014/7/23,16980,17030,16850,16930
2014/7/24,16990,17080,16885,16980
2014/7/25,17040,17265,16990,17125
2014/7/28,17305,17325,17125,17210
2014/7/29,17270,17330,17205,17260
2014/7/30,17050,17075,16620,16840
2014/7/31,16870,16900,16745,16820
2014/8/1,16795,16795,16655,16730
2014/8/4,16670,16785,16660,16755
2014/8/5,16795,17045,16795,17005
2014/8/6,16875,16875,16760,16795
2014/8/7,16855,16940,16850,16900
2014/8/8,16850,16850,16480,16605
2014/8/11,16560,16630,16525,16575
2014/8/12,16615,16780,16490,16620
2014/8/13,16680,16680,16570,16635
2014/8/14,16470,16470,16310,16385
2014/8/15,16420,16495,16380,16415
2014/8/18,16350,16465,16325,16400
2014/8/19,16395,16530,16385,16470
2014/8/20,16555,16715,16500,16600
2014/8/21,16700,16850,16700,16760
2014/8/22,16800,16900,16735,16835
2014/8/25,16810,16815,16625,16695
2014/8/26,16930,16930,16640,16710
2014/8/27,16900,16950,16725,16820
2014/8/28,16745,16825,16740,16775
2014/8/29,16755,16755,16550,16630
2014/9/1,16690,16735,16625,16670
2014/9/2,16595,16960,16595,16805
2014/9/3,16950,17035,16820,16935
2014/9/4,16880,17090,16860,16985
2014/9/5,17190,17190,17000,17070
2014/9/9,17110,17110,16615,16755
2014/9/10,16620,16620,16185,16380
2014/9/11,16415,16415,16210,16355
2014/9/12,16310,16355,16250,16295
2014/9/15,16330,16330,16160,16230
2014/9/16,16220,16335,16200,16255
2014/9/17,16225,16540,16130,16330
2014/9/18,16235,16330,16210,16255
2014/9/19,16210,16425,16190,16315
2014/9/22,16310,16385,15855,16050
2014/9/23,16000,16185,15935,16080
2014/9/24,16125,16375,16110,16270
2014/9/25,16275,16520,16255,16400
2014/9/26,16345,16500,16280,16410
2014/9/29,16450,16510,16350,16440
2014/9/30,16430,16850,16420,16725
2014/10/8,16900,16930,16825,16860
2014/10/9,16910,16975,16785,16895
2014/10/10,16900,17020,16750,16865
2014/10/13,16900,16925,16880,16900
2014/10/14,16860,16965,16860,16920
2014/10/15,16860,17300,16770,16900
2014/10/16,16655,16670,16305,16485
2014/10/17,16240,16375,16050,16270
2014/10/20,16360,16495,16330,16400
2014/10/21,16300,16400,16265,16320
2014/10/22,16300,16485,16300,16420
2014/10/23,16570,16740,16445,16565
2014/10/24,16685,16750,16640,16695
2014/10/27,16725,16740,16600,16665
2014/10/28,16715,16715,16590,16655
2014/10/29,16640,16695,16575,16615
2014/10/30,16675,16850,16675,16760
2014/10/31,16690,17005,16690,16860
2014/11/3,16945,16975,16805,16885
2014/11/4,16925,17115,16910,16960
2014/11/5,16725,16795,16500,16640
2014/11/6,16440,16640,16440,16575
2014/11/7,16550,16715,16550,16660
2014/11/10,16855,16940,16830,16885
2014/11/11,16925,16940,16850,16900
2014/11/12,16880,17000,16880,16930
2014/11/13,16920,16945,16880,16895
2014/11/14,16805,16820,16750,16790
2014/11/17,16920,16920,16800,16890
2014/11/18,16735,16870,16710,16765
2014/11/19,16765,16800,16675,16750
2014/11/20,16675,16835,16675,16775
2014/11/21,16705,16960,16705,16840
2014/11/24,17155,17230,16870,17005
2014/11/25,17035,17035,16895,16945
2014/11/26,16985,17015,16785,16860
2014/11/27,16855,16920,16775,16820
2014/11/28,16865,16865,16700,16770
2014/12/1,16650,16700,16335,16470
2014/12/2,16565,16680,16565,16630
2014/12/3,16500,16595,16500,16545
2014/12/4,16500,16715,16500,16650
2014/12/5,16780,16780,16670,16680
2014/12/8,16675,16730,16650,16690
2014/12/9,16640,16665,16530,16605
2014/12/10,16640,16660,16580,16625
2014/12/11,16400,16450,16400,16435
2014/12/12,16310,16530,16310,16495
2014/12/15,16490,16630,16470,16530
2014/12/16,16550,16560,16405,16445
2014/12/17,16365,16415,16295,16360
2014/12/18,16235,16365,16000,16225
2014/12/19,16080,16255,16080,16175
2014/12/22,16375,16415,16295,16355
2014/12/23,16400,16415,16310,16370
2014/12/24,16360,16510,16330,16450
2014/12/25,16405,16460,16380,16420
2014/12/26,16440,16515,16420,16480
2014/12/29,16455,16585,16380,16500
2014/12/30,16425,16530,16410,16480
2014/12/31,16530,16880,16500,16760
2015/1/5,16825,16940,16725,16830
2015/1/6,16640,16850,16640,16805
2015/1/7,16800,16820,16745,16765
2015/1/8,16725,16730,16575,16625
2015/1/9,16725,16725,16565,16600
2015/1/12,16620,16635,16535,16585
2015/1/13,16720,16720,16410,16480
2015/1/14,16155,16450,15900,15935
2015/1/15,15850,16100,15850,15985
2015/1/16,15985,16065,15825,15915
2015/1/19,15910,16155,15880,16015
2015/1/20,16035,16180,16015,16100
2015/1/21,16210,16300,16160,16235
2015/1/22,16225,16505,16200,16395
2015/1/23,16475,16540,16290,16390
2015/1/26,16280,16335,16015,16170
2015/1/27,16215,16540,16215,16425
2015/1/28,16435,16475,16330,16405
2015/1/29,16415,16415,16220,16295
2015/1/30,16190,16360,16130,16190
2015/2/2,16280,16370,16280,16320
2015/2/3,16305,16400,16200,16285
2015/2/4,16325,16470,16320,16375
2015/2/5,16310,16310,16260,16275
2015/2/6,16280,16375,16280,16305
2015/2/9,16375,16375,16310,16340
2015/2/10,16360,16360,16325,16335
2015/2/11,16305,16305,16175,16220
2015/2/12,16200,16250,16135,16180
2015/2/13,16295,16370,16255,16320
2015/2/16,16370,16430,16335,16380
2015/2/17,16405,16445,16310,16375
2015/2/25,16190,16190,15955,16110
2015/2/26,16100,16160,16060,16095
2015/2/27,16280,16280,16050,16100
2015/3/2,16095,16250,16060,16175
2015/3/3,16130,16140,16050,16085
2015/3/4,16050,16050,15910,15965
2015/3/5,15920,15935,15850,15900
2015/3/6,15850,15865,15750,15800
2015/3/9,15750,15850,15715,15755
2015/3/10,15740,15825,15740,15785
2015/3/11,15665,15750,15665,15710
2015/3/12,15650,15700,15600,15610
2015/3/13,15660,15700,15650,15660
2015/3/16,15790,15800,15745,15755
2015/3/17,15805,15810,15645,15690
2015/3/18,15600,15695,15590,15660
2015/3/19,15595,15665,15515,15615
2015/3/20,15600,15695,15600,15645
2015/3/23,15660,15935,15660,15800
2015/3/24,15885,16000,15800,15870
2015/3/25,15800,15930,15800,15875
2015/3/26,15895,15950,15880,15915
2015/3/27,16000,16010,15840,15915
2015/3/30,15930,15955,15890,15925
2015/3/31,15955,16015,15895,15970
2015/4/1,15830,15925,15830,15870
2015/4/2,15920,15940,15895,15915
2015/4/3,15980,16080,15960,16025
2015/4/7,16110,16150,16035,16105
2015/4/8,16160,16180,16085,16105
2015/4/9,16125,16125,16055,16080
2015/4/10,16130,16255,16120,16165
2015/4/13,16300,16400,16300,16320
2015/4/14,16300,16300,16200,16255
2015/4/15,16260,16360,16250,16285
2015/4/16,16340,16540,16335,16500
2015/4/17,16570,16700,16485,16590
2015/4/20,16515,16650,16420,16525
2015/4/21,16400,16505,16330,16385
2015/4/22,16410,16570,16410,16505
2015/4/23,16580,16630,16405,16515
2015/4/24,16475,16550,16445,16470
2015/4/27,16580,16810,16550,16690
2015/4/28,16840,17045,16825,16895
2015/4/29,16945,16955,16740,16875
2015/4/30,16805,17015,16805,16890
2015/5/4,17030,17135,17030,17100
2015/5/5,17130,17130,16950,17020
2015/5/6,17260,17350,17190,17245
2015/5/7,17165,17255,17065,17135
2015/5/8,16950,17045,16950,16985
2015/5/11,16900,16950,16835,16895
2015/5/12,16810,16810,16730,16755
2015/5/13,16575,17000,16575,16910
2015/5/14,16800,16870,16800,16825
2015/5/15,16780,16850,16720,16780
2015/5/18,16795,16860,16690,16775
2015/5/19,16775,16850,16725,16795
2015/5/20,16690,16720,16545,16630
2015/5/21,16550,16675,16460,16570
2015/5/22,16500,16640,16500,16590
2015/5/25,16500,16510,16365,16475
2015/5/26,16540,16635,16490,16570
2015/5/27,16445,16625,16445,16565
2015/5/28,16555,16735,16530,16675
2015/5/29,16775,16820,16655,16705
2015/6/1,16635,16645,16565,16585
2015/6/2,16520,16600,16420,16475
2015/6/3,16500,16500,16285,16400
2015/6/4,16345,16415,16290,16340
2015/6/5,16365,16365,16200,16265
2015/6/8,16255,16270,16250,16260
2015/6/9,16280,16320,16280,16305
2015/6/10,16400,16400,16350,16355
2015/6/11,16280,16305,16250,16285
2015/6/12,16240,16240,16110,16170
2015/6/15,16170,16180,16130,16155
2015/6/16,16085,16135,16050,16090
2015/6/17,16095,16100,15880,15995
2015/6/18,15965,15985,15815,15890
2015/6/19,15890,15895,15675,15730
2015/6/23,15640,15700,15575,15635
2015/6/24,15600,15780,15595,15675
2015/6/25,15765,15780,15615,15665
2015/6/26,15605,15670,15585,15635
2015/6/29,15575,15600,15445,15510
2015/6/30,15465,15585,15275,15370
2015/7/1,15240,15360,15190,15245
2015/7/2,15380,15585,15380,15550
2015/7/3,15635,15635,15480,15520
2015/7/6,15380,15480,15050,15310
2015/7/7,15195,15415,15195,15345
2015/7/8,15120,15200,14575,14780
2015/7/9,14845,15390,14845,15200
2015/7/10,15300,15500,15285,15435
2015/7/13,15315,15325,15270,15300
2015/7/14,15550,15570,15500,15545
2015/7/15,15630,15685,15620,15660
2015/7/16,15825,15825,15635,15730
2015/7/17,15680,15730,15625,15680
2015/7/20,15605,15730,15510,15595
2015/7/21,15500,15615,15490,15555
2015/7/22,15575,15590,15180,15385
2015/7/23,15215,15290,15115,15195
2015/7/24,15245,15285,14995,15090
2015/7/27,15030,15065,14770,14880
2015/7/28,14760,14910,14720,14830
2015/7/29,15010,15260,14990,15195
2015/7/30,15075,15125,14935,15035
2015/7/31,14915,15055,14865,14965
2015/8/3,14920,15020,14300,14850
2015/8/4,14735,14870,14700,14765
2015/8/5,14880,14915,14795,14850
2015/8/6,14800,14850,14750,14810
2015/8/7,14730,14760,14645,14690
2015/8/10,14540,14850,14540,14730
2015/8/11,14930,14975,14885,14940
2015/8/12,14740,15120,14740,14945
2015/8/13,15175,15180,15005,15125
2015/8/14,15205,15215,15065,15165
2015/8/17,15050,15050,15000,15030
2015/8/18,14930,15030,14780,14860
2015/8/19,14695,14795,14665,14725
2015/8/20,14760,14905,14755,14835
2015/8/21,15090,15090,14770,14905
2015/8/24,14725,14810,14310,14575
2015/8/25,14370,14635,14350,14520
2015/8/26,14720,14795,14570,14655
2015/8/27,14510,14650,14440,14565
2015/8/28,14645,14890,14640,14760
2015/8/31,14870,14955,14795,14845
2015/9/1,14795,14885,14730,14810
2015/9/2,14790,14900,14790,14830
2015/9/7,14850,14890,14810,14835
2015/9/8,14780,14780,14660,14705
